datetime,Living room,Bedroom,Bathroom,Kitchen,Hallway
2019-11-08 10:18:12.085025200+00:00,,,,0.0,
2019-11-08 10:20:37.000058+00:00,,,1.0,,
2019-11-08 10:23:35.333060300+00:00,,,,,1.0
2019-11-08 10:23:41.273004700+00:00,1.0,,,,
2019-11-08 10:23:41.761025700+00:00,,1.0,,,
2019-11-08 10:24:28.408058800+00:00,,,0.0,,
2019-11-08 10:24:43.381088300+00:00,0.0,,,,
2019-11-08 10:24:55.270075300+00:00,,,,,0.0
2019-11-08 10:25:38.620045500+00:00,,0.0,,,
2019-11-08 10:27:50.894082900+00:00,,1.0,,,
2019-11-08 10:28:05.674091800+00:00,,,,,1.0
2019-11-08 10:28:21.580022500+00:00,1.0,,,,
2019-11-08 10:28:51.336024+00:00,,0.0,,,
2019-11-08 10:29:06.512085700+00:00,,,,,0.0
2019-11-08 10:29:23.372096400+00:00,0.0,,,,
2019-11-08 11:36:07.796047400+00:00,,,,1.0,
2019-11-08 11:44:38.809078200+00:00,,,,0.0,
2019-11-08 11:51:10.689014500+00:00,1.0,,,,
2019-11-08 11:52:24.356004+00:00,0.0,,,,
2019-11-08 12:59:15.702031500+00:00,1.0,,,,
2019-11-08 12:59:20.580026100+00:00,,,,,1.0
2019-11-08 12:59:27.848054100+00:00,,,1.0,,
2019-11-08 13:00:16.991001600+00:00,0.0,,,,
2019-11-08 13:00:23.028058300+00:00,,,,,0.0
2019-11-08 13:00:28.254023800+00:00,,,0.0,,
2019-11-08 13:00:44.146077200+00:00,,,1.0,,
2019-11-08 13:02:31.976038700+00:00,,,,,1.0
2019-11-08 13:04:04.002046300+00:00,,,0.0,,
2019-11-08 13:04:05.354008900+00:00,,,,,0.0
2019-11-08 13:04:10.995039200+00:00,,,,,1.0
2019-11-08 13:05:07.371032900+00:00,1.0,,,,
2019-11-08 13:06:01.377088300+00:00,,,,,0.0
2019-11-08 13:06:09.264043300+00:00,0.0,,,,
2019-11-08 13:06:10.694084900+00:00,,,,1.0,
2019-11-08 13:40:37.645055400+00:00,,,,0.0,
2019-11-08 13:41:06.526090100+00:00,,,,1.0,
2019-11-08 14:03:15.917018600+00:00,,,,0.0,
2019-11-08 14:04:11.174056500+00:00,,,,1.0,
2019-11-08 14:08:11.894069700+00:00,,,,0.0,
2019-11-08 14:21:39.553059100+00:00,,,,1.0,
2019-11-08 14:25:39.641062300+00:00,,,,0.0,
2019-11-08 14:58:23.987058400+00:00,1.0,,,,
2019-11-08 14:59:26.169078300+00:00,0.0,,,,
2019-11-08 15:23:31.734044900+00:00,1.0,,,,
2019-11-08 15:23:45.749019+00:00,,,,,1.0
2019-11-08 15:23:51.294029800+00:00,,,1.0,,
2019-11-08 15:24:32.865007100+00:00,0.0,,,,
2019-11-08 15:24:46.200082200+00:00,,,,,0.0
2019-11-08 15:24:53.002053200+00:00,,,0.0,,
2019-11-08 15:25:13.766018600+00:00,,,1.0,,
2019-11-08 15:26:49.873022900+00:00,,,,,1.0
2019-11-08 15:27:46.064008100+00:00,,,0.0,,
2019-11-08 15:27:49.985019900+00:00,,,,,0.0
2019-11-08 15:30:15.474001400+00:00,,,,,1.0
2019-11-08 15:30:27.720096400+00:00,1.0,,,,
2019-11-08 15:31:15.973052800+00:00,,,,,0.0
2019-11-08 15:31:29.134036800+00:00,0.0,,,,
2019-11-08 15:57:22.565059800+00:00,1.0,,,,
2019-11-08 15:57:25.582078600+00:00,,,1.0,,
2019-11-08 15:57:26.274026900+00:00,,,,,1.0
2019-11-08 15:58:21.374024300+00:00,,,,1.0,
2019-11-08 15:58:47.915094700+00:00,,,,,0.0
2019-11-08 15:59:00.753085500+00:00,,,0.0,,
2019-11-08 15:59:08.132032600+00:00,0.0,,,,
2019-11-08 16:02:21.564045100+00:00,,,,0.0,
2019-11-08 17:04:14.673094400+00:00,,,,1.0,
2019-11-08 17:05:20.859080900+00:00,1.0,,,,
2019-11-08 17:05:34.103063700+00:00,,,,,1.0
2019-11-08 17:05:39.075005400+00:00,,,1.0,,
2019-11-08 17:06:23.059007500+00:00,0.0,,,,
2019-11-08 17:06:34.868020+00:00,,,,,0.0
2019-11-08 17:06:39.653014+00:00,,,0.0,,
2019-11-08 17:08:55.734024300+00:00,,,,0.0,
2019-11-08 17:09:20.027043700+00:00,,,1.0,,
2019-11-08 17:10:45.920070700+00:00,,,0.0,,
2019-11-08 17:11:00.918018500+00:00,,,1.0,,
2019-11-08 17:12:10.983080800+00:00,,,,,1.0
2019-11-08 17:12:49.609058100+00:00,1.0,,,,
2019-11-08 17:13:05.224099400+00:00,,,,1.0,
2019-11-08 17:13:24.609061400+00:00,,,0.0,,
2019-11-08 17:13:41.201062200+00:00,,,,,0.0
2019-11-08 17:13:50.770098100+00:00,0.0,,,,
2019-11-08 17:28:31.764039800+00:00,,,,0.0,
2019-11-08 17:44:48.981046800+00:00,1.0,,,,
2019-11-08 17:44:53.537077500+00:00,,,,,1.0
2019-11-08 17:44:54.055026100+00:00,,,1.0,,
2019-11-08 17:46:27.831018100+00:00,,,,,0.0
2019-11-08 17:46:28.847077400+00:00,,,0.0,,
2019-11-08 17:46:45.033057400+00:00,0.0,,,,
2019-11-08 19:17:28.308081100+00:00,,,,1.0,
2019-11-08 19:18:42.536077300+00:00,1.0,,,,
2019-11-08 19:18:44.839011200+00:00,,,,,1.0
2019-11-08 19:18:49.078067900+00:00,,,1.0,,
2019-11-08 19:19:43.914065600+00:00,0.0,,,,
2019-11-08 19:19:45.963019200+00:00,,,,,0.0
2019-11-08 19:19:50.695020400+00:00,,,0.0,,
2019-11-08 19:20:00.266073400+00:00,,,1.0,,
2019-11-08 19:21:19.272042800+00:00,,,,,1.0
2019-11-08 19:21:44.780070500+00:00,1.0,,,,
2019-11-08 19:22:14.615025900+00:00,,,,0.0,
2019-11-08 19:22:15.472089200+00:00,,,0.0,,
2019-11-08 19:22:32.792038400+00:00,,,,,0.0
2019-11-08 19:22:46.913041700+00:00,0.0,,,,
2019-11-08 19:23:14.980049900+00:00,,,,1.0,
2019-11-08 19:34:02.363091600+00:00,,,,0.0,
2019-11-08 19:35:11.630043600+00:00,,,,1.0,
2019-11-08 19:39:12.625084600+00:00,,,,0.0,
2019-11-08 19:43:39.901013+00:00,,,,1.0,
2019-11-08 19:47:55.593055100+00:00,,,,0.0,
2019-11-08 19:48:17.718054900+00:00,,,,1.0,
2019-11-08 19:53:05.355081600+00:00,,,,0.0,
2019-11-08 20:19:30.125028200+00:00,,,,1.0,
2019-11-08 20:23:46.550022700+00:00,,,,0.0,
2019-11-08 20:25:43.167020+00:00,1.0,,,,
2019-11-08 20:26:29.048031600+00:00,,,,,1.0
2019-11-08 20:27:23.917064700+00:00,0.0,,,,
2019-11-08 20:27:29.720004+00:00,,,,,0.0
2019-11-08 20:30:35.964076600+00:00,,,,,1.0
2019-11-08 20:30:43.772092900+00:00,1.0,,,,
2019-11-08 20:31:36.923014700+00:00,,,,,0.0
2019-11-08 20:31:45.852008300+00:00,0.0,,,,
2019-11-08 20:31:56.746082700+00:00,,,,1.0,
2019-11-08 20:42:48.531013700+00:00,,,,0.0,
2019-11-08 21:13:11.064029+00:00,1.0,,,,
2019-11-08 21:14:12.651076700+00:00,0.0,,,,
2019-11-08 21:36:26.427058400+00:00,1.0,,,,
2019-11-08 21:37:15.723074300+00:00,,,,,1.0
2019-11-08 21:37:16.041034800+00:00,,,1.0,,
2019-11-08 21:38:00.886079+00:00,0.0,,,,
2019-11-08 21:38:16.318030900+00:00,,,0.0,,
2019-11-08 21:38:16.811031700+00:00,,,,,0.0
2019-11-08 21:38:59.582094600+00:00,,,1.0,,
2019-11-08 21:39:16.099011100+00:00,,,,,1.0
2019-11-08 21:39:20.310059700+00:00,1.0,,,,
2019-11-08 21:39:21.563074400+00:00,,1.0,,,
2019-11-08 21:40:13.112088800+00:00,,,0.0,,
2019-11-08 21:40:20.369061300+00:00,,,1.0,,
2019-11-08 21:41:21.273059+00:00,,,0.0,,
2019-11-08 21:41:24.586096600+00:00,,,1.0,,
2019-11-08 21:42:04.975050600+00:00,,0.0,,,
2019-11-08 21:42:18.840055400+00:00,,,,,0.0
2019-11-08 21:42:22.790019200+00:00,0.0,,,,
2019-11-08 21:47:40.834098400+00:00,,,0.0,,
2019-11-08 21:48:19.170083900+00:00,,,1.0,,
2019-11-08 21:49:20.274058900+00:00,,,0.0,,
2019-11-08 21:49:22.982065400+00:00,,,1.0,,
2019-11-08 21:55:09.522069800+00:00,,,0.0,,
2019-11-08 21:55:23.151051+00:00,,,1.0,,
2019-11-08 21:55:33.666046300+00:00,,,,,1.0
2019-11-08 21:55:36.967047600+00:00,1.0,,,,
2019-11-08 21:55:38.056078200+00:00,,1.0,,,
2019-11-08 21:56:23.258081800+00:00,,,0.0,,
2019-11-08 21:56:34.564075+00:00,,,,,0.0
2019-11-08 21:56:38.511063900+00:00,0.0,,,,
2019-11-08 21:56:39.146066700+00:00,,,,,1.0
2019-11-08 21:56:43.279045300+00:00,1.0,,,,
2019-11-08 21:56:46.032054100+00:00,,,1.0,,
2019-11-08 21:57:39.815040800+00:00,,,,,0.0
2019-11-08 21:57:47.509066800+00:00,,,0.0,,
2019-11-08 21:58:01.813034900+00:00,0.0,,,,
2019-11-08 21:58:23.998053+00:00,,0.0,,,
2019-11-09 01:18:48.203063100+00:00,,1.0,,,
2019-11-09 01:19:48.903082300+00:00,,0.0,,,
2019-11-09 01:51:36.170052800+00:00,,1.0,,,
2019-11-09 01:53:22.151044600+00:00,,0.0,,,
2019-11-09 01:57:14.239045600+00:00,,1.0,,,
2019-11-09 01:58:15.136006600+00:00,,0.0,,,
2019-11-09 02:15:44.399083700+00:00,,1.0,,,
2019-11-09 02:16:44.904041600+00:00,,0.0,,,
2019-11-09 04:50:07.522047300+00:00,,1.0,,,
2019-11-09 04:51:07.772069200+00:00,,0.0,,,
2019-11-09 05:39:06.832094800+00:00,,1.0,,,
2019-11-09 05:40:07.775049700+00:00,,0.0,,,
2019-11-09 06:12:09.888054300+00:00,,1.0,,,
2019-11-09 06:13:10.736024100+00:00,,0.0,,,
2019-11-09 06:18:48.668064200+00:00,,1.0,,,
2019-11-09 06:19:20.174001600+00:00,,,,,1.0
2019-11-09 06:19:25.977042300+00:00,1.0,,,,
2019-11-09 06:19:30.783006100+00:00,,,1.0,,
2019-11-09 06:20:20.984075200+00:00,,0.0,,,
2019-11-09 06:20:21.365074200+00:00,,,,,0.0
2019-11-09 06:20:27.382074800+00:00,0.0,,,,
2019-11-09 06:22:03.591010400+00:00,,,0.0,,
2019-11-09 06:23:42.671032500+00:00,,,1.0,,
2019-11-09 06:24:58.183048200+00:00,,,,,1.0
2019-11-09 06:25:03.837053700+00:00,1.0,,,,
2019-11-09 06:25:10.846043100+00:00,,,0.0,,
2019-11-09 06:25:59.327079+00:00,,,,,0.0
2019-11-09 06:26:05.387057+00:00,0.0,,,,
2019-11-09 06:27:36.462031300+00:00,,,,,1.0
2019-11-09 06:27:44.915077100+00:00,,,1.0,,
2019-11-09 06:28:37.313010300+00:00,,,,,0.0
2019-11-09 06:32:01.473031600+00:00,,,,,1.0
2019-11-09 06:32:05.420050200+00:00,1.0,,,,
2019-11-09 06:32:07.052010300+00:00,,1.0,,,
2019-11-09 06:33:25.382000600+00:00,,,,,0.0
2019-11-09 06:33:25.728075400+00:00,,0.0,,,
2019-11-09 06:33:29.117050200+00:00,0.0,,,,
2019-11-09 06:34:33.852088600+00:00,,,0.0,,
2019-11-09 06:44:35.075098400+00:00,,,1.0,,
2019-11-09 06:45:35.561030+00:00,,,0.0,,
2019-11-09 06:48:31.686073400+00:00,,,1.0,,
2019-11-09 06:58:15.571014300+00:00,,,0.0,,
2019-11-09 06:58:19.355016+00:00,,,1.0,,
2019-11-09 07:01:07.056004+00:00,,,,,1.0
2019-11-09 07:02:07.923092800+00:00,1.0,,,,
2019-11-09 07:02:57.570061300+00:00,,,0.0,,
2019-11-09 07:03:00.251097+00:00,,,,,0.0
2019-11-09 07:03:15.730027100+00:00,,,,1.0,
2019-11-09 07:03:53.082031500+00:00,0.0,,,,
2019-11-09 07:05:57.834044700+00:00,1.0,,,,
2019-11-09 07:07:06.165012500+00:00,,,,,1.0
2019-11-09 07:07:15.757046200+00:00,,,,0.0,
2019-11-09 07:07:55.081022700+00:00,0.0,,,,
2019-11-09 07:08:38.276036400+00:00,,,,,0.0
2019-11-09 07:51:06.081006+00:00,,,,,1.0
2019-11-09 07:51:10.770075700+00:00,1.0,,,,
2019-11-09 07:51:34.464028400+00:00,,,,1.0,
2019-11-09 07:52:06.972036800+00:00,,,,,0.0
2019-11-09 07:52:14.816031600+00:00,0.0,,,,
2019-11-09 07:53:09.044077300+00:00,,,,,1.0
2019-11-09 07:53:12.685056400+00:00,,,1.0,,
2019-11-09 07:54:09.975076600+00:00,,,,,0.0
2019-11-09 07:54:13.797019+00:00,,,0.0,,
2019-11-09 07:54:57.392064600+00:00,,,1.0,,
2019-11-09 07:55:18.202045900+00:00,,,,,1.0
2019-11-09 07:55:38.737015+00:00,1.0,,,,
2019-11-09 07:56:14.480017500+00:00,,,0.0,,
2019-11-09 07:56:51.969084500+00:00,,,,0.0,
2019-11-09 07:58:15.036008100+00:00,0.0,,,,
2019-11-09 07:58:18.184086+00:00,,,,,0.0
2019-11-09 08:34:00.964005900+00:00,,,,,1.0
2019-11-09 08:35:02.214009100+00:00,,,,,0.0
2019-11-09 08:37:50.445067700+00:00,1.0,,,,
2019-11-09 08:38:52.019000400+00:00,0.0,,,,
2019-11-09 09:29:29.832030800+00:00,1.0,,,,
2019-11-09 09:29:34.289092600+00:00,,,,,1.0
2019-11-09 09:29:37.120049600+00:00,,,1.0,,
2019-11-09 09:30:30.973069300+00:00,0.0,,,,
2019-11-09 09:30:34.876001200+00:00,,,,,0.0
2019-11-09 09:30:37.337065900+00:00,,,0.0,,
2019-11-09 09:43:49.974060500+00:00,,,1.0,,
2019-11-09 09:51:54.129086+00:00,,,,,1.0
2019-11-09 09:51:57.584081400+00:00,1.0,,,,
2019-11-09 09:51:58.457067500+00:00,,1.0,,,
2019-11-09 09:52:48.149013400+00:00,,,0.0,,
2019-11-09 09:52:59.233024900+00:00,0.0,,,,
2019-11-09 09:53:45.108008600+00:00,,,,,0.0
2019-11-09 09:54:50.337013+00:00,,,,,1.0
2019-11-09 09:55:50.847054300+00:00,,,,,0.0
2019-11-09 09:57:41.140075500+00:00,,,,,1.0
2019-11-09 09:58:48.063022100+00:00,1.0,,,,
2019-11-09 09:58:48.856051100+00:00,,,1.0,,
2019-11-09 09:59:34.837069200+00:00,,,,,0.0
2019-11-09 09:59:39.892009600+00:00,,0.0,,,
2019-11-09 09:59:49.580024200+00:00,,,0.0,,
2019-11-09 10:00:18.020001500+00:00,0.0,,,,
2019-11-09 10:57:31.419053500+00:00,,,,1.0,
2019-11-09 11:09:57.564026500+00:00,,,,0.0,
2019-11-09 11:17:47.830026500+00:00,1.0,,,,
2019-11-09 11:17:50.130001200+00:00,,,1.0,,
2019-11-09 11:17:50.296033900+00:00,,,,,1.0
2019-11-09 11:18:48.899010700+00:00,0.0,,,,
2019-11-09 11:18:50.753082100+00:00,,,,,0.0
2019-11-09 11:20:19.225027600+00:00,,,0.0,,
2019-11-09 11:20:23.082046+00:00,,,1.0,,
2019-11-09 11:22:30.480048800+00:00,,,0.0,,
2019-11-09 11:23:05.986002600+00:00,,,1.0,,
2019-11-09 11:30:16.037060600+00:00,,,,,1.0
2019-11-09 11:30:29.651023100+00:00,1.0,,,,
2019-11-09 11:31:03.192097600+00:00,,,0.0,,
2019-11-09 11:31:17.028006400+00:00,,,,,0.0
2019-11-09 11:31:30.883004700+00:00,0.0,,,,
2019-11-09 11:42:46.002059300+00:00,1.0,,,,
2019-11-09 11:43:48.116068700+00:00,0.0,,,,
2019-11-09 11:44:30.535057400+00:00,1.0,,,,
2019-11-09 11:44:33.292094+00:00,,,,,1.0
2019-11-09 11:44:41.885001600+00:00,,,1.0,,
2019-11-09 11:45:31.852097400+00:00,0.0,,,,
2019-11-09 11:45:33.747034600+00:00,,,,,0.0
2019-11-09 11:45:42.253023800+00:00,,,0.0,,
2019-11-09 11:46:08.006014700+00:00,,,1.0,,
2019-11-09 11:46:20.064065400+00:00,,,,,1.0
2019-11-09 11:47:08.470059500+00:00,,,0.0,,
2019-11-09 11:47:44.996051800+00:00,,,,,0.0
2019-11-09 13:06:18.196089600+00:00,,,,,1.0
2019-11-09 13:06:35.718018100+00:00,1.0,,,,
2019-11-09 13:06:35.718056+00:00,1.0,,,,
2019-11-09 13:07:18.949047900+00:00,,,,,0.0
2019-11-09 13:08:19.085053800+00:00,0.0,,,,
2019-11-09 14:33:50.720030300+00:00,1.0,,,,
2019-11-09 14:33:54.325062100+00:00,,,,,1.0
2019-11-09 14:34:00.657073300+00:00,,,1.0,,
2019-11-09 14:34:09.587004+00:00,,1.0,,,
2019-11-09 14:34:51.756060100+00:00,0.0,,,,
2019-11-09 14:35:01.987014300+00:00,,,0.0,,
2019-11-09 14:35:25.985088200+00:00,1.0,,,,
2019-11-09 14:35:27.250099900+00:00,,,1.0,,
2019-11-09 14:35:49.550000900+00:00,,0.0,,,
2019-11-09 14:36:17.856082300+00:00,,,,,0.0
2019-11-09 14:36:28.008027200+00:00,0.0,,,,
2019-11-09 14:39:04.890037200+00:00,,,,,1.0
2019-11-09 14:39:11.199093800+00:00,1.0,,,,
2019-11-09 14:39:58.974083400+00:00,,,0.0,,
2019-11-09 14:40:05.575044700+00:00,,,,,0.0
2019-11-09 14:40:27.993011200+00:00,0.0,,,,
2019-11-09 14:41:18.304042700+00:00,1.0,,,,
2019-11-09 14:41:22.810059900+00:00,,,,,1.0
2019-11-09 14:42:20.007027300+00:00,0.0,,,,
2019-11-09 14:42:23.813085100+00:00,,,,,0.0
2019-11-09 15:00:43.202037+00:00,,,,,1.0
2019-11-09 15:01:43.831001800+00:00,,,,,0.0
2019-11-09 15:02:46.664098100+00:00,1.0,,,,
2019-11-09 15:03:48.931015500+00:00,,,,1.0,
2019-11-09 15:04:21.981008200+00:00,0.0,,,,
2019-11-09 15:21:24.959008600+00:00,1.0,,,,
2019-11-09 15:22:26.976084900+00:00,0.0,,,,
2019-11-09 15:25:11.630094900+00:00,,,,0.0,
2019-11-09 16:04:11.192016100+00:00,1.0,,,,
2019-11-09 16:05:27.942047800+00:00,0.0,,,,
2019-11-09 16:17:38.400013800+00:00,1.0,,,,
2019-11-09 16:17:43.063085600+00:00,,,,,1.0
2019-11-09 16:17:45.952009300+00:00,,,1.0,,
2019-11-09 16:18:39.941037400+00:00,0.0,,,,
2019-11-09 16:18:43.756037+00:00,,,,,0.0
2019-11-09 16:18:47.103096700+00:00,,,0.0,,
2019-11-09 16:19:16.909092200+00:00,,,1.0,,
2019-11-09 16:19:21.783041600+00:00,,,,,1.0
2019-11-09 16:19:33.341052100+00:00,1.0,,,,
2019-11-09 16:20:17.873023900+00:00,,,0.0,,
2019-11-09 16:20:22.735043800+00:00,,,,,0.0
2019-11-09 16:20:34.664064+00:00,0.0,,,,
2019-11-09 16:37:58.946063800+00:00,1.0,,,,
2019-11-09 16:38:04.721005600+00:00,,,,,1.0
2019-11-09 16:38:07.402048+00:00,,,1.0,,
2019-11-09 16:39:09.083020600+00:00,,,0.0,,
2019-11-09 16:39:37.733051400+00:00,,,,,0.0
2019-11-09 16:39:48.622039800+00:00,0.0,,,,
2019-11-09 16:58:14.442045100+00:00,1.0,,,,
2019-11-09 16:59:15.648069900+00:00,0.0,,,,
2019-11-09 19:19:03.545057300+00:00,1.0,,,,
2019-11-09 19:19:07.338091+00:00,,,,,1.0
2019-11-09 19:19:13.399030500+00:00,,,1.0,,
2019-11-09 19:20:05.777053700+00:00,0.0,,,,
2019-11-09 19:20:08.284004+00:00,,,,,0.0
2019-11-09 19:21:28.564094100+00:00,,,,,1.0
2019-11-09 19:22:29.308019700+00:00,,,,,0.0
2019-11-09 19:22:58.623059+00:00,,,0.0,,
2019-11-09 19:23:07.171085600+00:00,,,1.0,,
2019-11-09 19:23:08.071020800+00:00,,,,,1.0
2019-11-09 19:24:07.880092300+00:00,,,0.0,,
2019-11-09 19:24:22.628027100+00:00,,,,,0.0
2019-11-09 19:24:28.970073900+00:00,,,,,1.0
2019-11-09 19:24:35.272054900+00:00,,,1.0,,
2019-11-09 19:25:29.298003300+00:00,,,,,0.0
2019-11-09 19:25:40.092015300+00:00,,,,,1.0
2019-11-09 19:26:11.180051100+00:00,1.0,,,,
2019-11-09 19:26:20.420005500+00:00,,,,1.0,
2019-11-09 19:26:33.593016500+00:00,,,0.0,,
2019-11-09 19:27:04.556035900+00:00,,,,,0.0
2019-11-09 19:27:12.486067400+00:00,0.0,,,,
2019-11-09 19:52:36.160026600+00:00,,,,0.0,
2019-11-09 20:03:05.685095700+00:00,,,,1.0,
2019-11-09 20:09:15.767037600+00:00,1.0,,,,
2019-11-09 20:09:19.441062800+00:00,,,,,1.0
2019-11-09 20:09:22.921071600+00:00,,,1.0,,
2019-11-09 20:10:17.466017800+00:00,0.0,,,,
2019-11-09 20:10:20.518077200+00:00,,,,,0.0
2019-11-09 20:10:26.374032900+00:00,,,,0.0,
2019-11-09 20:10:42.346072800+00:00,,,,,1.0
2019-11-09 20:10:59.685036500+00:00,1.0,,,,
2019-11-09 20:11:38.533072400+00:00,,,0.0,,
2019-11-09 20:11:43.524076900+00:00,,,,,0.0
2019-11-09 20:12:15.465007500+00:00,,,,,1.0
2019-11-09 20:12:30.470069100+00:00,0.0,,,,
2019-11-09 20:13:17.150011300+00:00,,,,,0.0
2019-11-09 20:15:14.085006300+00:00,,,,,1.0
2019-11-09 20:15:21.641058+00:00,1.0,,,,
2019-11-09 20:16:14.258072400+00:00,,,,,0.0
2019-11-09 20:16:36.471076400+00:00,0.0,,,,
2019-11-09 21:21:55.076037300+00:00,1.0,,,,
2019-11-09 21:22:56.401099200+00:00,0.0,,,,
2019-11-09 21:28:38.133084800+00:00,1.0,,,,
2019-11-09 21:29:29.829006100+00:00,,,,,1.0
2019-11-09 21:29:43.837030500+00:00,,1.0,,,
2019-11-09 21:29:56.383029100+00:00,,,1.0,,
2019-11-09 21:30:30.172013100+00:00,,,,,0.0
2019-11-09 21:30:44.361007600+00:00,,0.0,,,
2019-11-09 21:30:54.389071300+00:00,0.0,,,,
2019-11-09 21:39:06.683076500+00:00,,,0.0,,
2019-11-09 21:39:10.137067100+00:00,,,1.0,,
2019-11-09 21:40:09.683016+00:00,,,0.0,,
2019-11-09 21:40:27.093094600+00:00,,,1.0,,
2019-11-09 21:41:27.690048400+00:00,,,0.0,,
2019-11-09 21:43:31.093027600+00:00,,,1.0,,
2019-11-09 21:45:04.560076800+00:00,,,,,1.0
2019-11-09 21:45:16.450031900+00:00,,1.0,,,
2019-11-09 21:45:25.679002600+00:00,,,0.0,,
2019-11-09 21:46:05.154028600+00:00,,,,,0.0
2019-11-09 21:47:36.607099800+00:00,,0.0,,,
2019-11-10 00:42:20.437099600+00:00,,1.0,,,
2019-11-10 00:42:44.568041600+00:00,,,,,1.0
2019-11-10 00:43:09.039063100+00:00,1.0,,,,
2019-11-10 00:43:11.105079200+00:00,,,1.0,,
2019-11-10 00:43:38.537067300+00:00,,0.0,,,
2019-11-10 00:44:04.970073600+00:00,,,,,0.0
2019-11-10 00:44:10.234064+00:00,0.0,,,,
2019-11-10 00:47:41.177023200+00:00,,,0.0,,
2019-11-10 00:47:51.200081100+00:00,,,1.0,,
2019-11-10 00:49:23.447096400+00:00,,,0.0,,
2019-11-10 00:49:49.893010200+00:00,,,1.0,,
2019-11-10 00:52:50.452079200+00:00,,,0.0,,
2019-11-10 00:54:00.257069600+00:00,,,1.0,,
2019-11-10 00:56:56.372030800+00:00,,,,,1.0
2019-11-10 00:57:02.823070300+00:00,1.0,,,,
2019-11-10 00:57:03.838083500+00:00,,1.0,,,
2019-11-10 00:57:45.413072200+00:00,,,0.0,,
2019-11-10 00:57:57.253004600+00:00,,,,,0.0
2019-11-10 00:58:04.495028+00:00,0.0,,,,
2019-11-10 00:58:33.500053300+00:00,,0.0,,,
2019-11-10 04:10:14.376048900+00:00,,1.0,,,
2019-11-10 04:11:15.408022200+00:00,,0.0,,,
2019-11-10 04:12:02.641051800+00:00,,1.0,,,
2019-11-10 04:13:03.178087700+00:00,,0.0,,,
2019-11-10 04:13:18.639019400+00:00,,1.0,,,
2019-11-10 04:14:19.424062+00:00,,0.0,,,
2019-11-10 04:19:41.559061600+00:00,,1.0,,,
2019-11-10 04:20:42.177088500+00:00,,0.0,,,
2019-11-10 06:08:36.873076600+00:00,,1.0,,,
2019-11-10 06:09:57.392042300+00:00,,0.0,,,
2019-11-10 06:24:57.058051200+00:00,,1.0,,,
2019-11-10 06:26:19.365066900+00:00,,0.0,,,
2019-11-10 06:32:48.440044900+00:00,,1.0,,,
2019-11-10 06:33:37.573002600+00:00,,,,,1.0
2019-11-10 06:33:44.024011600+00:00,1.0,,,,
2019-11-10 06:33:47.010038400+00:00,,,1.0,,
2019-11-10 06:34:36.353068100+00:00,,0.0,,,
2019-11-10 06:34:37.861025200+00:00,,,,,0.0
2019-11-10 06:34:46.225043300+00:00,0.0,,,,
2019-11-10 06:37:03.014045600+00:00,,,0.0,,
2019-11-10 06:37:24.332085600+00:00,,,1.0,,
2019-11-10 06:39:47.048066800+00:00,,,0.0,,
2019-11-10 06:40:57.552027200+00:00,,,1.0,,
2019-11-10 06:43:31.990063300+00:00,,,0.0,,
2019-11-10 06:43:36.844060300+00:00,,,1.0,,
2019-11-10 06:44:37.734027900+00:00,,,0.0,,
2019-11-10 06:44:49.686027500+00:00,,,1.0,,
2019-11-10 06:53:18.981044800+00:00,,,,,1.0
2019-11-10 06:53:29.264052600+00:00,1.0,,,,
2019-11-10 06:54:15.740038200+00:00,,,0.0,,
2019-11-10 06:54:19.865083900+00:00,,,,,0.0
2019-11-10 06:56:04.227075900+00:00,0.0,,,,
2019-11-10 06:58:53.569067+00:00,1.0,,,,
2019-11-10 06:58:56.741022300+00:00,,,,,1.0
2019-11-10 06:59:54.962081800+00:00,0.0,,,,
2019-11-10 07:00:21.864029500+00:00,,,,,0.0
2019-11-10 08:03:27.124010700+00:00,1.0,,,,
2019-11-10 08:03:45.353025300+00:00,,,1.0,,
2019-11-10 08:04:14.165098200+00:00,,,,,1.0
2019-11-10 08:05:06.167003+00:00,0.0,,,,
2019-11-10 08:05:14.809089500+00:00,,,,,0.0
2019-11-10 08:05:33.708007500+00:00,,,0.0,,
2019-11-10 08:06:23.206045300+00:00,,,1.0,,
2019-11-10 08:08:01.075073300+00:00,,,,,1.0
2019-11-10 08:08:10.700010800+00:00,1.0,,,,
2019-11-10 08:08:28.955061500+00:00,,,0.0,,
2019-11-10 08:09:02.515028900+00:00,,,,,0.0
2019-11-10 08:09:11.879070800+00:00,0.0,,,,
2019-11-10 08:09:16.984019500+00:00,,,1.0,,
2019-11-10 08:09:26.215054+00:00,,,,,1.0
2019-11-10 08:09:30.700064700+00:00,1.0,,,,
2019-11-10 08:10:17.638007800+00:00,,,0.0,,
2019-11-10 08:10:26.565072+00:00,,,,,0.0
2019-11-10 08:10:32.102058+00:00,0.0,,,,
2019-11-10 08:14:22.049093300+00:00,1.0,,,,
2019-11-10 08:14:25.356075500+00:00,,,,,1.0
2019-11-10 08:14:27.130022700+00:00,,,1.0,,
2019-11-10 08:15:24.146066+00:00,0.0,,,,
2019-11-10 08:16:32.639061+00:00,,,0.0,,
2019-11-10 08:16:43.774035700+00:00,,,,,0.0
2019-11-10 09:01:34.071012600+00:00,,,,,1.0
2019-11-10 09:01:40.632026700+00:00,1.0,,,,
2019-11-10 09:02:34.750098500+00:00,,,,,0.0
